State,City,IBGE Code,Reason,Form,Name,code,Sampling Date,Sampling Loc,Zone,2.4 D + 2.4.5 T  VMP: 30.0 µg/L,Alaclor  VMP: 20.0 µg/L,Aldicarbe + Aldicarbesulfona + Aldicarbesulfóxido  VMP: 10.0 µg/L,Aldrin + Dieldrin  VMP: 0.03 µg/L,Atrazina  VMP: 2.0 µg/L,Carbendazim + benomil  VMP: 120.0 µg/L,Carbofurano  VMP: 7.0 µg/L,Clordano  VMP: 0.2 µg/L,Clorpirifós + clorpirifósoxon  VMP: 30.0 µg/L,DDT + DDD + DDE  VMP: 1.0 µg/L,Diuron  VMP: 90.0 µg/L,Endossulfan (α. β e sais)  VMP: 20.0 µg/L,Endrin  VMP: 0.6 µg/L,Glifosato + AMPA  VMP: 500.0 µg/L,Lindano (gama HCH)  VMP: 2.0 µg/L,Mancozebe  VMP: 180.0 µg/L,Metamidofós  VMP: 12.0 µg/L,Metolacloro  VMP: 10.0 µg/L,Molinato  VMP: 6.0 µg/L,Parationa Metílica  VMP: 9.0 µg/L,Pendimentalina  VMP: 20.0 µg/L,Permetrina  VMP: 20.0 µg/L,Profenofós  VMP: 60.0 µg/L,Simazina  VMP: 2.0 µg/L,Tebuconazol  VMP: 180.0 µg/L,Terbufós  VMP: 1.2 µg/L,Trifluralina  VMP: 20.0 µg/L
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA GUARAPIRANGA ETA ENGENHEIRO RODOLFO JOSE DA COSTA E SILVA,S355030000002,12/01/2016,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA GUARAPIRANGA ETA ENGENHEIRO RODOLFO JOSE DA COSTA E SILVA,S355030000002,12/01/2016,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA GUARAPIRANGA ETA ENGENHEIRO RODOLFO JOSE DA COSTA E SILVA,S355030000002,12/01/2016,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA GUARAPIRANGA ETA ENGENHEIRO RODOLFO JOSE DA COSTA E SILVA,S355030000002,12/01/2016,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA GUARAPIRANGA ETA ENGENHEIRO RODOLFO JOSE DA COSTA E SILVA,S355030000002,12/01/2016,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA GUARAPIRANGA ETA ENGENHEIRO RODOLFO JOSE DA COSTA E SILVA,S355030000002,20/01/2016,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA GUARAPIRANGA ETA ENGENHEIRO RODOLFO JOSE DA COSTA E SILVA,S355030000002,20/01/2016,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA GUARAPIRANGA ETA ENGENHEIRO RODOLFO JOSE DA COSTA E SILVA,S355030000002,20/01/2016,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA GUARAPIRANGA ETA ENGENHEIRO RODOLFO JOSE DA COSTA E SILVA,S355030000002,20/01/2016,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA GUARAPIRANGA ETA ENGENHEIRO RODOLFO JOSE DA COSTA E SILVA,S355030000002,12/01/2016,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA GUARAPIRANGA ETA ENGENHEIRO RODOLFO JOSE DA COSTA E SILVA,S355030000002,12/01/2016,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA CANTAREIRA ETA GUARAU,S355030000001,20/01/2016,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA GUARAPIRANGA ETA ENGENHEIRO RODOLFO JOSE DA COSTA E SILVA,S355030000002,12/01/2016,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA CANTAREIRA ETA GUARAU,S355030000001,20/01/2016,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA CANTAREIRA ETA GUARAU,S355030000001,26/01/2016,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA GUARAPIRANGA ETA ENGENHEIRO RODOLFO JOSE DA COSTA E SILVA,S355030000002,12/01/2016,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA GUARAPIRANGA ETA ENGENHEIRO RODOLFO JOSE DA COSTA E SILVA,S355030000002,12/01/2016,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA GUARAPIRANGA ETA ENGENHEIRO RODOLFO JOSE DA COSTA E SILVA,S355030000002,20/01/2016,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA GUARAPIRANGA ETA ENGENHEIRO RODOLFO JOSE DA COSTA E SILVA,S355030000002,20/01/2016,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA GUARAPIRANGA ETA ENGENHEIRO RODOLFO JOSE DA COSTA E SILVA,S355030000002,20/01/2016,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA GUARAPIRANGA ETA ENGENHEIRO RODOLFO JOSE DA COSTA E SILVA,S355030000002,20/01/2016,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA GUARAPIRANGA ETA ENGENHEIRO RODOLFO JOSE DA COSTA E SILVA,S355030000002,05/01/2016,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,ITUPEVA,352400,Rotina,SAC,SCHOTT,C352400000048,11/04/2016,POÇO ARTESIANO - Ponto 1,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,ITUPEVA,352400,Rotina,SAC,SCHOTT,C352400000048,11/04/2016,POÇO ARTESIANO - Ponto 1,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,ITUPEVA,352400,Rotina,SAC,SCHOTT,C352400000048,11/04/2016,POÇO ARTESIANO - Ponto 1,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA GUARAPIRANGA ETA ENGENHEIRO RODOLFO JOSE DA COSTA E SILVA,S355030000002,05/01/2016,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA GUARAPIRANGA ETA ENGENHEIRO RODOLFO JOSE DA COSTA E SILVA,S355030000002,06/01/2016,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA GUARAPIRANGA ETA ENGENHEIRO RODOLFO JOSE DA COSTA E SILVA,S355030000002,19/01/2016,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA GUARAPIRANGA ETA ENGENHEIRO RODOLFO JOSE DA COSTA E SILVA,S355030000002,12/01/2016,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA GUARAPIRANGA ETA ENGENHEIRO RODOLFO JOSE DA COSTA E SILVA,S355030000002,19/01/2016,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA GUARAPIRANGA ETA ENGENHEIRO RODOLFO JOSE DA COSTA E SILVA,S355030000002,05/01/2016,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA GUARAPIRANGA ETA ENGENHEIRO RODOLFO JOSE DA COSTA E SILVA,S355030000002,05/01/2016,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA GUARAPIRANGA ETA ENGENHEIRO RODOLFO JOSE DA COSTA E SILVA,S355030000002,05/01/2016,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA GUARAPIRANGA ETA ENGENHEIRO RODOLFO JOSE DA COSTA E SILVA,S355030000002,27/01/2016,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA GUARAPIRANGA ETA ENGENHEIRO RODOLFO JOSE DA COSTA E SILVA,S355030000002,19/01/2016,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA GUARAPIRANGA ETA ENGENHEIRO RODOLFO JOSE DA COSTA E SILVA,S355030000002,19/01/2016,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA GUARAPIRANGA ETA ENGENHEIRO RODOLFO JOSE DA COSTA E SILVA,S355030000002,19/01/2016,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA GUARAPIRANGA ETA ENGENHEIRO RODOLFO JOSE DA COSTA E SILVA,S355030000002,19/01/2016,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA GUARAPIRANGA ETA ENGENHEIRO RODOLFO JOSE DA COSTA E SILVA,S355030000002,27/01/2016,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA GUARAPIRANGA ETA ENGENHEIRO RODOLFO JOSE DA COSTA E SILVA,S355030000002,27/01/2016,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA GUARAPIRANGA ETA ENGENHEIRO RODOLFO JOSE DA COSTA E SILVA,S355030000002,19/01/2016,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA GUARAPIRANGA ETA ENGENHEIRO RODOLFO JOSE DA COSTA E SILVA,S355030000002,27/01/2016,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA GUARAPIRANGA ETA ENGENHEIRO RODOLFO JOSE DA COSTA E SILVA,S355030000002,27/01/2016,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA GUARAPIRANGA ETA ENGENHEIRO RODOLFO JOSE DA COSTA E SILVA,S355030000002,05/01/2016,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA GUARAPIRANGA ETA ENGENHEIRO RODOLFO JOSE DA COSTA E SILVA,S355030000002,27/01/2016,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA GUARAPIRANGA ETA ENGENHEIRO RODOLFO JOSE DA COSTA E SILVA,S355030000002,27/01/2016,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA GUARAPIRANGA ETA ENGENHEIRO RODOLFO JOSE DA COSTA E SILVA,S355030000002,27/01/2016,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,ETA CASA GRANDE,S350660000005,27/01/2016,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,ETA CASA GRANDE,S350660000005,27/01/2016,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,ETA CASA GRANDE,S350660000005,27/01/2016,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,ETA CASA GRANDE,S350660000005,27/01/2016,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,ETA CASA GRANDE,S350660000005,26/01/2016,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,ETA CASA GRANDE,S350660000005,20/01/2016,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,ETA CASA GRANDE,S350660000005,27/01/2016,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,ETA CASA GRANDE,S350660000005,26/01/2016,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,ETA CASA GRANDE,S350660000005,26/01/2016,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,ETA CASA GRANDE,S350660000005,20/01/2016,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,ETA CASA GRANDE,S350660000005,26/01/2016,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,ETA CASA GRANDE,S350660000005,27/01/2016,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,ETA CASA GRANDE,S350660000005,19/01/2016,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,ETA CASA GRANDE,S350660000005,19/01/2016,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,ETA CASA GRANDE,S350660000005,20/01/2016,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,ETA CASA GRANDE,S350660000005,27/01/2016,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,ETA CASA GRANDE,S350660000005,19/01/2016,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,ETA CASA GRANDE,S350660000005,27/01/2016,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,ETA CASA GRANDE,S350660000005,27/01/2016,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,ETA CASA GRANDE,S350660000005,19/01/2016,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,ETA CASA GRANDE,S350660000005,27/01/2016,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,ETA CASA GRANDE,S350660000005,27/01/2016,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,ETA CASA GRANDE,S350660000005,19/01/2016,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,ETA CASA GRANDE,S350660000005,19/01/2016,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,ETA CASA GRANDE,S350660000005,20/01/2016,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,ETA CASA GRANDE,S350660000005,20/01/2016,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,ETA CASA GRANDE,S350660000005,20/01/2016,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,ETA CASA GRANDE,S350660000005,27/01/2016,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,ETA CASA GRANDE,S350660000005,27/01/2016,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,ETA CASA GRANDE,S350660000005,27/01/2016,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,ETA CASA GRANDE,S350660000005,27/01/2016,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,ETA CASA GRANDE,S350660000005,20/01/2016,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,ETA CASA GRANDE,S350660000005,27/01/2016,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,ETA CASA GRANDE,S350660000005,20/01/2016,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,ETA CASA GRANDE,S350660000005,20/01/2016,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,ETA RIO GRANDE,S354870000005,13/01/2016,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,ETA CASA GRANDE,S350660000005,20/01/2016,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,ETA RIO GRANDE,S354870000005,13/01/2016,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,ETA CASA GRANDE,S350660000005,27/01/2016,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,ETA RIO GRANDE,S354870000005,13/01/2016,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,ETA RIO GRANDE,S354870000005,13/01/2016,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA GUARAPIRANGA ETA ENGENHEIRO RODOLFO JOSE DA COSTA E SILVA,S355030000002,06/01/2016,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA GUARAPIRANGA ETA ENGENHEIRO RODOLFO JOSE DA COSTA E SILVA,S355030000002,06/01/2016,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA GUARAPIRANGA ETA ENGENHEIRO RODOLFO JOSE DA COSTA E SILVA,S355030000002,06/01/2016,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA GUARAPIRANGA ETA ENGENHEIRO RODOLFO JOSE DA COSTA E SILVA,S355030000002,20/01/2016,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA GUARAPIRANGA ETA ENGENHEIRO RODOLFO JOSE DA COSTA E SILVA,S355030000002,20/01/2016,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA CANTAREIRA ETA GUARAU,S355030000001,27/01/2016,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,FRANCISCO MORATO,351630,Rotina,SAA,SISTEMA CANTAREIRA ETA GUARAU,S355030000001,04/05/2016,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,FRANCISCO MORATO,351630,Rotina,SAA,SISTEMA CANTAREIRA ETA GUARAU,S355030000001,04/05/2016,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,FRANCISCO MORATO,351630,Rotina,SAA,SISTEMA CANTAREIRA ETA GUARAU,S355030000001,04/05/2016,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,FRANCISCO MORATO,351630,Rotina,SAA,SISTEMA CANTAREIRA ETA GUARAU,S355030000001,18/05/2016,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,FRANCISCO MORATO,351630,Rotina,SAA,SISTEMA CANTAREIRA ETA GUARAU,S355030000001,18/05/2016,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,FRANCISCO MORATO,351630,Rotina,SAA,SISTEMA CANTAREIRA ETA GUARAU,S355030000001,18/05/2016,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,FRANCISCO MORATO,351630,Rotina,SAA,SISTEMA CANTAREIRA ETA GUARAU,S355030000001,18/05/2016,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,ALTO TIETE ETA TAIACUPEBA,S355250000001,23/02/2016,Bebedouro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,ALTO TIETE ETA TAIACUPEBA,S355250000001,23/02/2016,Bebedouro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,ALTO TIETE ETA TAIACUPEBA,S355250000001,23/02/2016,Bebedouro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,ALTO TIETE ETA TAIACUPEBA,S355250000001,16/02/2016,Bebedouro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA CANTAREIRA ETA GUARAU,S355030000001,24/02/2016,Saída de tratamento/pós-desinfecção,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA GUARAPIRANGA ETA ENGENHEIRO RODOLFO JOSE DA COSTA E SILVA,S355030000002,16/02/2016,Saída de tratamento/pós-desinfecção,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA GUARAPIRANGA ETA ENGENHEIRO RODOLFO JOSE DA COSTA E SILVA,S355030000002,02/02/2016,Saída de tratamento/pós-desinfecção,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,ALTO TIETE ETA TAIACUPEBA,S355250000001,03/02/2016,Torneira após a reservação,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,ALTO TIETE ETA TAIACUPEBA,S355250000001,03/02/2016,Torneira após a reservação,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,ALTO TIETE ETA TAIACUPEBA,S355250000001,23/02/2016,Torneira após a reservação,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,ALTO TIETE ETA TAIACUPEBA,S355250000001,16/02/2016,Torneira após a reservação,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,ALTO TIETE ETA TAIACUPEBA,S355250000001,17/02/2016,Torneira após a reservação,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,ALTO TIETE ETA TAIACUPEBA,S355250000001,16/02/2016,Torneira após a reservação,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,ALTO TIETE ETA TAIACUPEBA,S355250000001,17/02/2016,Torneira após a reservação,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA CANTAREIRA ETA GUARAU,S355030000001,15/02/2016,Torneira após a reservação,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,ALTO TIETE ETA TAIACUPEBA,S355250000001,17/02/2016,Torneira após a reservação,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA CANTAREIRA ETA GUARAU,S355030000001,02/02/2016,Torneira após a reservação,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA CANTAREIRA ETA GUARAU,S355030000001,15/02/2016,Torneira após a reservação,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
